ST250Q02JA,ST250Q03JA,ST250Q05JA,ST006Q03JA,ST008Q03JA,SC183Q02JA,SC183Q04JA,SC184Q01JA,SC184Q02JA,SC184Q03JA,SC184Q04JA,SC184Q05JA,SC184Q06JA,SC184Q07JA,SC215Q01JA,SC217Q04JA,SC217Q05JA,PRIVATESCH,ST250D06JA,ST250D07JA,ST251D08JA,ST251D09JA,ST259Q01JA,ST251Q03JA,ST251Q04JA,ST253Q01JA,ST254Q01JA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA,ST268Q07JA,ST268Q08JA,ST268Q09JA,ST337Q03JA,ST337Q04JA,ST337Q05JA,ST337Q06JA,ST337Q07JA,ST337Q08JA,ST338Q01JA,ST338Q02JA,ST338Q03JA,ST338Q04JA,ST338Q05JA,ST338Q06JA,ST338Q07JA,ST338Q08JA,ST341Q01JA,ST341Q02JA,ST341Q04JA,ST341Q05JA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q08TA,SC017Q02NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q09JA,SC017Q10JA,SC061Q11HA,SC155Q08HA,SC182Q06WA02,SC182Q07JA02,SC182Q08JA02,SC172Q04JA,SC172Q07JA,SC173Q05JA,SC202Q01JA,SC202Q03JA,SC202Q04JA,SC202Q05JA,SC202Q08JA,SC204Q02JA,SC204Q05JA,SC205Q01JA,SC205Q02JA,SC205Q03JA,SC205Q05JA,SC205Q07JA,SC208Q01JA,SC208Q02JA,SC208Q03JA,SC208Q04JA,SC208Q07JA,SC208Q08JA,SC208Q09JA,SC216Q01JA,SC216Q03JA,SC216Q07JA,SC222Q02JA,SC223Q01JA,SC223Q05JA,SC223Q09JA,SCHLTYPE,SCSUPRTED,FL164Q02HA,FL164Q03HA,FL164Q04HA,FL164Q05HA,FL164Q06HA,FL164Q07HA,FL164Q08HA,FL164Q11HA,FL164Q15HA,FL164Q16HA,FL166Q05HA,FL166Q06HA,FL166Q07HA,FL174Q05JA,FL174Q07JA,FL167Q01HA,FL167Q05HA,FL162Q01HA,FL162Q02HA,FL162Q03HA,FL162Q04HA,FL162Q05HA,FL162Q06HA,FL163Q01HA,FL163Q03HA,FL163Q04HA,FL163Q05HA,FL171Q03JA,FL171Q04JA,FL171Q05JA,FL171Q07JA,FL171Q10JA,FL171Q11JA,FL169Q03HA,FL169Q04HA,FL169Q08JA,FL169Q10JA,PROGN,GRADE,SRESPCUR,SRESPRES,RCORE_PERF,RCO1S_PERF,RS2_TEST,VER_DAT_stu,ISCEDP,MCLSIZE,CLSIZE,VER_DAT,clase_lca,score_rendimiento,prob_clase_0,prob_clase_1,prob_clase_2,prob_clase_3,prob_clase_4,prob_clase_5,prob_clase_6
1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,1,2,1,1,1,1,1,3,4,4,4,4,3,3,3,2,4,3,4,4,4,0,0,0,1,0,0,1,1,0,1,3,1,1,3,0,0,2,1,0,0,0,3,0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,2,1,2,2,0,1,1,1,0,3,1,1,1,0,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,3,3,3,2,3,2,3,3,3,3,4,4,3,4,4,4,1,0,1,0,0,1,1,0,0,0,4,1,0,5,5,1,4,291.6036333333333,2.7312499198506755e-26,1.2157547679943935e-98,1.8114918211585716e-74,1.2535143307991471e-17,1.0,3.267250084650029e-39,2.6220063724012814e-127
1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,3,0,2,5,0,0,0,0,2,0,0,0,2,2,3,0,2,0,2,2,0,2,2,0,0,0,2,0,0,3,2,3,2,1,0,1,1,0,3,1,2,2,1,1,1,2,1,0,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,4,0,1,3,3,6,3,1,0,6,3,0,368.3004333333334,0.9999075154093269,9.603546899445372e-121,7.647857110173589e-127,2.971975010896923e-13,2.375904926959348e-12,9.248458800030299e-05,3.5057348235811015e-151
0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,9,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2,2,3,2,1,0,0,1,3,0,3,0,0,0,2,0,2,2,1,0,0,3,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,3,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,2,2,1,5,360.02153333333325,4.952419385674262e-12,1.1960518089858082e-37,8.260633045426394e-113,1.3439894828534374e-25,5.856129416614278e-22,0.9999999999950546,7.165941721589745e-134
1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,2,2,6,1,1,6,1,0,0,0,0,1,1,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,3,3,2,2,2,1,2,2,0,1,2,0,3,0,2,2,1,1,1,4,1,3,1,1,1,1,1,2,2,1,1,0,0,1,3,3,2,3,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,0,2,0,0,2,1,2,3,2,1,2,1,2,2,3,3,2,0,1,3,0,1,1,2,1,3,4,5,1,1,1,1,1,4,4,1,6,360.47456666666665,3.5696807871413336e-78,6.201401443264441e-140,7.986475751581688e-13,4.741219001992551e-109,1.8542044083173866e-104,8.44479869061043e-84,0.9999999999992042
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,9,1,1,5,0,3,0,0,1,2,1,1,1,0,0,0,2,0,2,3,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,3,2,2,2,1,2,2,0,4,3,2,3,0,0,4,3,3,5,4,0,0,0,0,0,1,0,2,2,1,0,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,0,1,1,2,0,1,2,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,2,1,0,1,0,1,3,4,5,1,1,1,1,1,0,0,1,6,399.4633666666667,4.612953044738742e-35,9.425538093059624e-64,3.2112545070364407e-15,7.2449580756995575e-87,1.5373316026220623e-85,4.3237248190932225e-79,1.0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,2,1,5,1,1,6,0,0,0,0,1,2,1,0,0,0,1,0,3,2,3,3,2,5,2,0,0,0,2,0,0,2,3,2,3,0,0,0,1,1,0,1,2,2,3,3,1,2,0,0,0,0,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,2,1,1,0,0,1,1,1,0,2,1,1,1,0,1,1,0,1,1,1,1,0,2,2,2,1,1,1,0,3,1,1,2,0,0,0,1,3,2,0,0,1,2,0,0,3,0,0,0,0,2,2,1,4,4,5,1,1,1,1,1,3,3,1,6,542.3830666666667,1.9596552106238536e-45,8.310622792218322e-87,3.658472739185379e-05,4.124398496467592e-59,1.194735083448694e-64,4.7397298988467705e-65,0.9999634152726088
1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,3,6,2,1,7,1,0,1,0,0,1,0,0,0,0,0,5,0,3,0,5,3,3,3,2,3,4,0,4,5,1,1,0,1,0,0,0,0,1,3,3,2,2,2,3,2,2,2,0,0,0,3,0,3,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,3,1,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,2,3,3,3,3,3,4,4,3,4,3,2,3,1,2,1,1,3,0,0,1,1,1,0,1,3,3,0,1,380.1070333333333,8.645945888807149e-21,0.9130122351638272,2.1286698280980906e-102,2.424044848324054e-11,0.08698776481194201,1.4805551395437926e-41,3.3207917219781234e-141
1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,2,4,1,1,6,2,1,0,0,3,3,1,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,2,3,3,2,0,1,0,0,1,0,4,4,3,3,5,4,0,0,1,0,0,2,0,2,2,1,1,0,0,1,2,2,3,3,1,1,1,1,2,2,2,0,1,2,2,0,2,2,2,0,0,1,2,1,0,0,3,0,0,0,2,3,2,2,2,2,2,2,2,3,0,0,2,1,2,1,1,4,2,5,1,1,1,1,1,3,3,1,6,494.8850666666667,2.6558450686458598e-21,1.2738303835523924e-72,2.772322282915316e-13,2.1888942839427475e-73,5.001071169404916e-73,8.691406534979347e-73,0.9999999999997158
1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,5,2,2,3,0,0,0,0,0,1,0,0,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,2,3,0,1,0,0,0,3,1,3,2,0,0,0,0,0,0,1,1,1,1,0,2,2,1,1,0,0,1,1,0,3,1,1,1,1,0,1,0,2,0,0,1,1,0,1,2,1,1,0,1,1,0,1,0,1,2,2,3,1,3,2,2,2,1,1,1,0,1,1,0,0,0,1,1,1,3,0,1,1,1,1,3,1,0,0,3,0,472.99966666666666,0.9999999999992326,1.1250154957102036e-102,1.827569797794088e-115,1.3168706174192518e-17,2.2969813985879802e-15,7.596384261234765e-13,5.2802917195818485e-127
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,2,1,0,0,3,0,0,1,3,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,3,1,0,1,1,0,3,1,1,1,0,1,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,1,1,1,0,1,4,4,0,5,396.63069999999993,2.1724800833382806e-14,1.6181949556575058e-09,8.727913295618177e-118,1.3773850585852945e-24,2.803826587910554e-23,0.9999999983817816,1.4927533658598346e-153
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,0,0,3,1,0,1,0,0,1,0,0,0,0,1,4,3,2,3,3,3,5,4,3,2,2,3,3,3,0,0,1,0,1,1,1,1,1,0,1,1,1,2,0,3,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,2,0,2,2,1,1,1,2,1,2,2,0,1,2,2,1,1,1,2,2,1,2,2,0,0,0,1,2,2,2,1,0,2,3,2,3,2,0,0,1,4,0,2,3,0,0,0,0,1,1,1,4,1,0,1,1,1,0,1,2,2,0,3,442.6938333333333,1.0466556888022634e-26,1.8710648576557418e-134,1.6794979343869182e-122,1.0,8.274639483097762e-16,3.169311342336349e-45,3.323520850784377e-182
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,4,4,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,3,0,1,1,0,2,3,2,0,0,0,0,3,0,3,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,2,2,1,1,1,2,0,0,0,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,0,1,2,3,4,0,1,4,4,0,0,415.89039999999994,0.9999999675074639,2.9326317792312416e-88,5.037917051794215e-138,5.443251378681281e-22,3.23947977203364e-21,3.2492541193047975e-08,4.281939554819758e-147
1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,6,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,3,0,1,1,0,2,3,2,0,0,0,0,3,0,3,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,2,2,1,1,1,2,0,0,0,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,1,0,0,4,4,0,0,333.0844333333334,0.9999546182916019,2.2465600913667113e-87,4.72307526878421e-126,2.895353577373787e-19,9.279498602242392e-18,4.538170840353235e-05,3.372865929256637e-147
0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,4,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,2,2,0,1,0,3,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,1,1,3,2,1,1,1,0,0,2,1,1,2,2,1,0,2,2,0,0,1,2,2,2,1,1,1,1,2,3,3,3,1,1,1,1,0,0,1,2,0,0,0,0,1,0,1,3,3,0,2,3,5,1,1,0,3,1,1,387.697,2.4855514889655587e-07,0.9999997469816329,8.80538149004456e-75,2.29067691837482e-21,5.90348825093097e-19,4.463212855569439e-09,5.142081613254932e-100
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,7,0,0,1,0,0,0,0,2,1,1,1,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,2,0,0,3,0,0,3,0,1,0,0,0,1,1,1,0,0,0,4,0,0,0,1,1,1,0,1,2,1,1,2,0,2,1,1,1,0,2,2,1,1,0,1,0,0,0,0,1,2,0,2,2,1,0,0,1,2,0,2,0,1,2,2,1,0,0,1,0,0,0,2,0,0,3,0,0,1,1,1,0,1,3,0,1,1,1,1,0,1,4,4,0,5,452.2673666666668,0.031271090820775005,6.995501454820777e-105,1.9469163001957535e-142,9.261628877038306e-17,1.1532175976253605e-13,0.9687289091791145,8.84683639331431e-166
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,1,0,1,1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,6,1,0,5,5,1,5,252.7835,6.207601223102157e-15,8.204129962781001e-40,5.12125614609291e-119,2.530306102980867e-27,4.291893255946106e-24,1.0,4.1769006347290277e-140
1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,2,3,7,1,1,6,1,0,1,0,1,2,0,0,0,0,0,4,5,2,3,0,0,2,2,0,1,0,2,1,1,1,3,0,2,1,0,1,0,0,3,3,2,2,2,3,2,0,0,0,5,5,3,0,2,2,3,3,5,4,1,1,1,1,2,1,1,2,1,2,2,2,0,2,3,3,2,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,1,2,3,2,3,2,3,3,2,3,3,3,1,1,1,1,0,3,2,1,2,0,1,3,4,5,2,2,2,2,1,0,0,2,2,543.1973999999999,1.4993458680437418e-83,1.876855586535151e-216,0.9524032478821239,4.3604650930768344e-153,5.379687999622587e-149,1.6470384904684688e-124,0.04759675211788761
1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,2,1,1,1,5,0,0,1,0,0,0,0,1,2,1,2,0,0,0,3,3,4,4,3,3,5,4,5,2,5,5,3,5,3,2,3,2,0,0,1,1,0,2,3,0,0,2,1,2,2,1,1,1,0,3,0,1,0,0,0,0,4,0,0,3,0,0,3,0,2,0,0,0,1,1,0,1,1,1,2,1,1,1,0,1,2,0,0,1,1,1,1,1,1,1,0,1,1,2,2,3,3,0,0,3,2,3,2,3,2,3,2,0,0,0,0,0,0,2,1,2,1,1,3,4,1,2,1,2,1,1,1,1,1,3,452.7902999999999,7.692961355827451e-24,9.233243367237087e-43,2.272360782964191e-77,0.9881239669331253,0.011876033066868514,5.369443121001305e-24,9.533880427804678e-134
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,0,0,7,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,3,1,2,1,1,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,1,0,3,1,1,1,0,1,1,1,1,2,2,2,2,2,2,2,0,0,0,2,2,0,0,1,2,2,1,1,3,2,2,2,2,2,2,1,1,1,0,0,0,1,0,1,3,1,0,2,1,1,0,1,5,5,0,4,424.8014333333335,2.724204889737358e-11,0.06795955419277817,1.297745506512897e-117,7.547533611392476e-14,0.9320404457798935,2.640457141941775e-22,9.542337197259148e-133
0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,2,1,0,0,3,0,0,1,3,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,3,1,0,1,1,0,3,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0,1,0,0,0,0,1,0,1,3,2,2,1,1,1,0,1,4,4,0,5,355.35103333333336,7.240747397535179e-12,3.200945795647894e-07,2.3429466599171025e-117,1.2643907722113493e-23,2.0303311321476274e-21,0.9999996798981755,9.634170857305543e-153
1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,7,0,2,7,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,3,1,1,0,1,1,2,0,0,0,0,0,0,0,1,1,1,1,0,2,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,0,1,1,2,2,2,3,2,3,2,2,2,2,2,2,2,0,1,3,1,0,1,0,1,3,0,1,1,1,1,0,1,0,0,0,0,406.91133333333335,0.9999999999995737,1.0406415016015144e-72,3.799356969883941e-137,4.984264349639893e-18,3.9339236455296797e-13,3.9991799906288644e-14,9.342621845473076e-164
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,4,0,0,7,0,0,0,0,0,1,1,1,0,0,0,0,2,5,2,2,4,0,0,0,0,0,2,0,0,3,2,3,2,0,1,1,1,0,3,3,2,2,2,1,2,0,1,0,0,0,3,1,1,2,2,2,3,4,2,2,0,0,0,2,0,0,2,1,1,0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,4,5,1,1,1,1,1,3,3,1,6,483.43643333333335,1.0629901146897976e-23,1.5435733338952802e-26,5.815366132288082e-09,2.570529446426006e-66,1.7626224294807008e-64,4.1123815031336814e-60,0.999999994184634
1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,2,5,0,0,7,0,0,1,0,1,2,1,1,0,0,0,2,0,5,4,4,3,5,5,5,2,5,5,3,3,3,0,0,1,0,0,0,0,1,0,0,1,1,3,0,0,1,1,0,0,0,3,0,2,0,0,0,1,0,0,0,1,1,1,1,1,2,3,1,1,0,0,1,1,1,0,2,2,1,1,0,0,2,1,1,1,1,1,1,1,2,2,1,0,1,2,2,1,1,2,2,3,3,3,2,2,3,3,2,4,4,4,4,2,4,3,1,2,1,1,3,1,2,0,0,0,0,1,0,0,0,4,355.14666666666665,9.759673461654673e-20,3.206973277633001e-68,4.621061377222138e-93,6.016750263313785e-06,0.9999939832497337,4.3788244883171046e-35,3.144737995843499e-163
1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,6,0,2,3,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,3,3,3,2,2,0,2,2,0,0,0,3,1,4,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,1,2,0,2,1,2,2,2,1,2,3,2,2,2,2,2,1,1,1,3,0,0,2,1,0,1,3,1,0,1,1,1,0,1,0,0,0,0,509.29813333333345,0.9999976896379764,7.680398806785576e-69,1.2719531681005526e-130,5.654259683129776e-10,2.309796599387759e-06,3.887983860728518e-18,1.59967968302652e-163
0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,2,0,0,4,0,1,1,1,0,1,0,0,1,1,1,2,0,5,0,5,5,3,3,2,4,3,0,4,2,0,0,0,1,0,0,0,0,1,3,3,1,1,2,2,3,0,0,0,0,0,3,0,1,2,0,0,0,0,1,1,1,0,0,1,0,2,2,1,1,0,0,1,0,0,1,2,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,2,2,1,1,1,1,1,1,1,1,3,3,4,3,0,0,0,1,2,1,0,2,0,1,2,1,1,1,0,3,3,1,4,420.5396333333334,9.742418325570848e-16,4.319587619085105e-74,5.654945042084644e-75,5.330700909760129e-10,0.9999999994669224,3.4063579263763976e-21,1.639396662969572e-107
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,3,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0,4,4,3,2,2,3,3,3,0,0,0,1,0,1,1,1,1,3,3,2,2,0,0,0,2,2,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,1,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,1,0,1,3,3,0,1,504.70079999999996,2.2657494085988465e-31,0.9999999999999147,5.656002065081814e-122,8.89042860105703e-14,8.391343452708382e-29,2.89227030999677e-41,1.210595771299243e-159
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,3,2,2,2,1,2,2,0,4,3,2,3,0,0,4,3,3,5,4,0,0,0,0,0,1,0,2,2,1,0,1,0,1,1,1,0,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,0,2,1,0,1,2,2,3,1,3,1,1,1,1,1,2,1,0,1,3,2,1,1,0,1,3,4,5,1,1,1,1,1,0,0,1,6,436.84263333333337,9.100513315329405e-35,1.819921445924785e-63,4.126763555659753e-14,2.0603966851230264e-86,1.4369914782085065e-85,1.6192349182968706e-80,0.9999999999999574
1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,4,1,1,6,1,0,0,0,0,0,0,2,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,3,3,2,2,2,1,2,0,0,1,0,0,3,0,1,2,1,1,1,4,0,0,1,1,1,2,0,2,2,1,1,0,0,1,1,1,0,2,1,1,1,1,1,1,2,1,2,1,0,0,2,2,2,1,1,1,2,3,2,1,2,1,1,3,1,1,1,2,2,1,3,3,1,1,3,1,2,2,1,2,1,3,4,5,1,1,1,1,1,3,3,1,6,423.97479999999996,1.9618026164426935e-49,1.7258282288971784e-91,2.4678884448314134e-14,3.584119010057951e-77,8.180351734979129e-75,2.0082214306554154e-75,0.9999999999999716
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,1,1,7,0,0,0,0,0,1,0,0,1,1,1,0,2,0,2,2,0,5,5,5,5,5,2,0,0,0,0,1,1,0,0,1,0,1,3,3,3,3,2,2,1,0,0,0,2,0,1,0,1,2,1,1,1,4,1,0,1,1,1,1,1,2,2,1,1,0,0,1,0,0,0,3,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,2,0,3,3,2,1,1,1,1,3,1,2,2,1,0,0,0,0,0,0,0,0,1,1,1,3,4,5,1,1,1,1,1,3,3,1,6,405.71053333333333,4.4768248364895405e-36,3.0059106008484964e-86,1.5580990168870026e-07,2.189739697447273e-54,3.5442484107549935e-52,7.176766846309456e-56,0.9999998441900978
1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,9,2,2,3,1,0,2,0,1,2,0,1,0,0,0,4,3,2,3,3,2,4,4,3,2,2,3,3,3,0,2,3,2,0,0,1,0,1,3,0,1,1,0,2,3,2,0,0,0,0,3,0,3,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,3,1,1,2,3,2,3,3,3,3,0,4,4,3,2,4,2,1,3,1,1,4,0,1,2,3,0,0,1,4,4,0,3,316.2243,1.3407180615230072e-29,2.769580487463306e-94,3.849026305197921e-96,1.0,7.776988553893027e-20,2.847351465682156e-63,7.44751311090315e-164
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,5,0,0,0,0,0,1,0,0,1,1,1,4,3,5,5,3,4,4,4,2,2,2,4,3,3,1,0,0,1,0,1,0,1,1,1,3,0,0,3,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,1,0,0,0,0,2,1,1,1,0,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,0,0,2,2,2,1,3,2,3,1,1,1,1,0,1,0,1,3,0,0,0,1,0,1,3,1,0,2,2,5,0,1,3,3,0,3,413.5342,4.437565305895709e-22,4.383158580124818e-40,1.9945463400473438e-106,0.9999999999907061,9.299584835765466e-12,2.65750648678857e-33,1.3580899294132186e-163
1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,7,1,1,6,0,0,0,0,1,2,1,1,0,0,0,1,1,0,2,0,5,2,2,4,0,0,2,0,4,2,3,0,1,1,0,1,0,0,3,3,2,2,2,3,2,0,0,0,5,5,3,0,2,2,3,3,5,4,1,1,1,1,2,1,1,2,1,2,2,2,0,2,3,3,2,2,1,1,1,1,1,0,1,0,0,1,2,0,2,1,1,0,0,1,0,2,1,2,2,1,2,3,2,3,2,2,1,2,0,0,0,1,0,0,0,2,1,2,1,3,4,5,1,1,1,2,1,0,0,2,6,621.9124666666668,1.5897117649919078e-78,7.711197270023665e-215,8.945519284547345e-09,1.7976580424343918e-154,3.618175874922037e-148,1.0445715581435722e-105,0.9999999910544943
