ST250Q02JA,ST250Q03JA,ST250Q05JA,ST006Q03JA,ST008Q03JA,SC183Q02JA,SC183Q04JA,SC184Q01JA,SC184Q02JA,SC184Q03JA,SC184Q04JA,SC184Q05JA,SC184Q06JA,SC184Q07JA,SC215Q01JA,SC217Q04JA,SC217Q05JA,PRIVATESCH,ST250D06JA,ST250D07JA,ST251D08JA,ST251D09JA,ST259Q01JA,ST251Q03JA,ST251Q04JA,ST253Q01JA,ST254Q01JA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA,ST268Q07JA,ST268Q08JA,ST268Q09JA,ST337Q03JA,ST337Q04JA,ST337Q05JA,ST337Q06JA,ST337Q07JA,ST337Q08JA,ST338Q01JA,ST338Q02JA,ST338Q03JA,ST338Q04JA,ST338Q05JA,ST338Q06JA,ST338Q07JA,ST338Q08JA,ST341Q01JA,ST341Q02JA,ST341Q04JA,ST341Q05JA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q08TA,SC017Q02NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q09JA,SC017Q10JA,SC061Q11HA,SC155Q08HA,SC182Q06WA02,SC182Q07JA02,SC182Q08JA02,SC172Q04JA,SC172Q07JA,SC173Q05JA,SC202Q01JA,SC202Q03JA,SC202Q04JA,SC202Q05JA,SC202Q08JA,SC204Q02JA,SC204Q05JA,SC205Q01JA,SC205Q02JA,SC205Q03JA,SC205Q05JA,SC205Q07JA,SC208Q01JA,SC208Q02JA,SC208Q03JA,SC208Q04JA,SC208Q07JA,SC208Q08JA,SC208Q09JA,SC216Q01JA,SC216Q03JA,SC216Q07JA,SC222Q02JA,SC223Q01JA,SC223Q05JA,SC223Q09JA,SCHLTYPE,SCSUPRTED,FL164Q02HA,FL164Q03HA,FL164Q04HA,FL164Q05HA,FL164Q06HA,FL164Q07HA,FL164Q08HA,FL164Q11HA,FL164Q15HA,FL164Q16HA,FL166Q05HA,FL166Q06HA,FL166Q07HA,FL174Q05JA,FL174Q07JA,FL167Q01HA,FL167Q05HA,FL162Q01HA,FL162Q02HA,FL162Q03HA,FL162Q04HA,FL162Q05HA,FL162Q06HA,FL163Q01HA,FL163Q03HA,FL163Q04HA,FL163Q05HA,FL171Q03JA,FL171Q04JA,FL171Q05JA,FL171Q07JA,FL171Q10JA,FL171Q11JA,FL169Q03HA,FL169Q04HA,FL169Q08JA,FL169Q10JA,PROGN,GRADE,SRESPCUR,SRESPRES,RCORE_PERF,RCO1S_PERF,RS2_TEST,VER_DAT_stu,ISCEDP,MCLSIZE,CLSIZE,VER_DAT,clase_lca,score_rendimiento,prob_clase_0,prob_clase_1,prob_clase_2,prob_clase_3,prob_clase_4,prob_clase_5,prob_clase_6
1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,2,1,4,0,0,6,2,0,0,0,0,1,1,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,3,3,2,2,2,3,1,2,0,0,0,0,3,0,3,4,3,3,5,3,1,0,1,0,2,1,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,1,1,1,0,0,0,2,0,2,2,2,1,1,1,2,0,0,0,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,2,5,0,0,5,0,1,0,0,0,1,411.32056666666665,2.529698328787241e-13,0.9999999999997442,1.524683085797272e-52,3.9922797402552963e-67,3.3236321891921043e-66,1.432523115984912e-55,4.0020249561203357e-35
1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,3,3,4,1,1,3,1,0,0,0,0,1,0,2,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,3,0,0,1,0,0,0,0,2,2,3,0,0,0,0,0,0,0,3,1,2,0,0,2,2,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,2,2,2,2,0,2,2,2,1,2,3,2,2,2,2,0,0,0,3,0,0,1,0,1,2,0,2,1,0,1,1,1,0,0,3,0,0,0,395.3082666666667,0.9999998547845727,1.3410552604552453e-45,5.897625985696462e-161,1.5418223656712119e-16,9.480695766930977e-13,1.4521447905976411e-07,7.890440799435465e-185
0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,0,0,1,2,1,1,0,0,0,2,2,1,1,1,1,3,3,2,3,4,0,0,0,3,2,3,2,1,1,1,0,0,1,0,0,2,3,2,3,2,1,0,0,0,3,0,0,5,0,0,0,0,3,3,2,1,1,0,1,1,1,1,1,1,0,2,0,1,3,2,1,2,1,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,1,3,1,0,1,1,1,1,1,0,0,1,4,379.2733333333334,3.3718486054030593e-14,2.3211123582481824e-141,1.3493437561845684e-110,4.649601379882858e-09,0.9999999713394918,2.4010862320992418e-08,5.572338943422311e-137
1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,7,2,2,6,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,3,3,2,2,2,1,2,2,2,0,0,0,3,0,1,3,2,2,3,0,0,0,1,1,1,1,1,2,2,1,1,2,0,1,1,1,0,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,0,2,1,3,2,2,2,2,3,2,3,2,1,1,2,4,4,3,4,2,3,0,0,1,0,1,3,2,5,2,3,3,2,1,3,3,2,6,494.0126,1.490512650990336e-20,3.7408886486830154e-117,2.8902929210450287e-09,1.3923150247744136e-110,3.59195600547766e-106,8.530206375046273e-90,0.9999999971097111
1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,4,2,2,5,0,0,0,0,2,1,0,0,0,0,0,1,3,0,3,2,1,2,0,4,1,1,3,3,3,3,0,0,1,1,0,1,1,0,0,3,2,2,2,1,2,1,2,1,1,1,1,1,1,0,0,0,5,3,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,2,0,2,1,1,0,0,1,1,0,0,0,1,1,0,2,2,2,1,0,1,1,3,1,1,2,2,2,3,2,1,2,2,1,1,1,0,0,3,0,0,0,0,0,0,1,3,4,3,3,2,6,1,1,5,5,1,1,544.0234999999999,9.790311771001596e-29,1.0,1.098848924694562e-25,1.6915779790804706e-18,1.434416407681773e-24,3.0367859314503975e-35,3.960542418033665e-72
0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,2,0,6,1,1,7,0,0,0,0,0,1,0,0,1,1,1,4,3,2,3,3,4,4,4,3,2,2,3,3,3,0,0,1,1,0,0,1,0,1,3,3,2,2,2,1,2,2,0,1,2,0,3,0,2,2,1,1,1,4,1,3,1,1,1,1,1,2,2,1,1,0,0,1,3,3,2,3,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,0,2,3,3,0,0,3,1,2,3,2,3,2,3,2,2,1,0,0,1,0,0,2,1,2,1,1,4,4,5,1,1,1,1,1,4,4,1,2,499.60949999999997,7.591663199701311e-103,4.046343103430273e-145,1.0,1.3733458937790255e-89,2.251784387866257e-108,6.823205618563038e-118,1.1940026383557858e-23
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,3,0,2,2,2,1,2,0,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,0,1,1,1,2,2,2,1,2,0,1,1,1,1,3,1,1,1,0,1,0,0,1,1,0,2,2,2,0,0,0,0,0,3,1,2,0,0,0,1,3,0,2,1,3,0,3,0,0,2,2,0,0,2,3,3,3,0,2,2,2,1,1,1,1,0,4,4,1,5,265.1731666666667,2.0210194603357044e-05,3.632601291885242e-89,9.338933197562754e-45,1.8311954420730466e-19,2.0763412786488774e-14,0.9999797898053845,1.6619340180697901e-80
1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,2,0,2,4,0,3,1,0,2,0,0,0,0,0,0,3,4,0,2,4,3,3,3,2,4,3,4,4,4,0,0,0,1,0,0,1,1,1,3,3,3,1,2,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,1,0,1,0,1,1,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,2,2,1,2,0,2,1,1,1,1,3,2,2,2,2,3,4,0,2,3,0,1,1,2,3,1,3,1,0,2,0,3,3,1,0,0,3,4,371.6136666666667,1.986542100390917e-15,7.427009397733238e-53,1.3983747939512254e-103,4.884158652975468e-10,0.9999999995115729,6.637658292960883e-25,5.04995507260838e-150
1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,3,7,0,2,4,1,0,0,0,0,1,1,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,5,2,3,2,3,0,0,1,1,0,3,3,2,2,2,3,1,2,2,4,7,0,3,0,3,4,3,3,5,4,0,0,0,1,0,2,0,0,2,1,0,0,0,1,1,1,0,2,1,1,1,1,1,0,2,1,0,0,2,0,2,0,0,0,0,0,3,3,0,0,3,3,3,2,3,2,3,3,3,3,4,4,3,4,4,4,2,3,3,1,1,3,4,5,2,3,3,1,1,6,7,1,6,424.2896666666667,8.288441611668725e-26,5.233832112772006e-54,1.0205670671524896e-09,2.0373472868176097e-72,9.099207910083925e-70,5.694000522800457e-88,0.9999999989794333
1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,4,0,0,4,0,0,0,0,1,1,2,2,0,0,0,0,1,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,2,0,0,1,2,3,2,0,2,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,2,2,3,1,1,1,1,0,1,0,0,1,1,2,0,0,1,1,2,2,0,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,3,4,0,1,1,1,3,1,0,0,3,5,337.0990666666666,1.8973171170021902e-05,3.1109663598734803e-115,1.385834067830385e-114,1.4122693120550735e-16,1.645097383781256e-13,0.999981026828662,4.279199780754165e-138
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,2,1,5,0,0,0,0,1,2,1,1,0,0,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,3,3,2,2,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,2,2,1,1,0,2,1,1,1,0,0,2,1,0,2,0,2,0,2,2,2,2,1,2,1,2,2,3,0,0,2,3,1,3,0,0,2,2,1,1,1,0,0,0,2,0,1,1,1,3,0,0,1,1,1,0,1,0,0,0,0,469.3467333333332,0.9999999549828839,4.074621236826649e-75,5.301927678251586e-104,7.624593438641163e-15,6.412017619843457e-12,4.501069087830282e-08,2.2902227388810324e-129
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,1,2,0,1,2,2,1,0,2,0,0,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,1,0,4,4,1,5,349.73513333333335,1.4798549146637845e-16,5.6995734155304186e-101,2.021447702447164e-171,8.993893101801848e-30,5.914283302312294e-26,1.0,1.484293226224361e-191
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,4,0,0,3,0,0,0,0,0,1,0,0,2,2,3,5,0,3,0,0,5,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,2,2,2,1,2,2,2,1,0,0,3,0,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,3,3,2,3,1,1,0,1,1,1,1,0,1,1,1,1,2,1,1,2,2,1,0,0,2,2,2,1,1,3,2,3,2,2,2,2,1,3,1,3,3,1,0,1,0,2,1,3,4,5,1,1,1,1,1,0,5,1,2,342.89559999999994,5.322955618884175e-72,6.917886372508942e-123,0.999937740426521,1.3799864436075116e-97,1.676162229091137e-85,3.0823986428380006e-88,6.225957347877327e-05
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,5,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,1,3,2,2,2,0,2,3,0,0,0,0,3,0,3,2,1,1,1,4,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,0,0,0,0,0,3,0,0,0,2,4,3,0,2,0,0,0,0,1,0,1,3,4,5,2,3,4,2,1,1,1,2,6,462.91566666666665,3.7485232274428306e-53,2.0871815763195124e-138,2.427280393843925e-15,1.0792060175678351e-106,1.3211652756315363e-104,1.0056691908791348e-71,1.0
0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,2,0,2,0,2,5,0,0,3,0,3,1,2,3,1,1,1,0,2,0,2,2,2,2,2,0,0,0,2,0,0,1,1,0,1,1,1,1,1,0,3,3,2,2,2,1,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,3,0,2,2,1,1,0,1,1,0,2,3,2,0,2,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,5,5,0,5,432.5477666666668,2.5054524040561756e-05,1.1260749995945488e-76,7.278571800661683e-111,8.91532823811886e-15,5.526735250338168e-14,0.999974945475893,2.5417129329039737e-120
0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,2,8,2,2,7,1,0,3,0,1,2,0,0,0,0,0,1,0,1,0,1,5,0,1,4,1,4,1,2,1,0,0,2,2,0,0,1,1,0,1,3,3,1,2,2,1,0,1,1,0,0,3,0,1,5,0,0,0,3,2,2,1,1,1,1,0,2,2,2,1,0,1,1,0,0,0,2,1,1,1,0,1,1,1,0,0,1,0,0,0,1,2,1,0,1,2,0,1,1,2,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,2,0,1,1,1,0,1,5,5,0,4,373.5203666666667,3.716604124047942e-13,4.20256356177898e-70,4.456519053827309e-90,2.5803382807362346e-09,0.9999999974192804,1.1945941889185896e-18,3.82919398241133e-118
1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,4,0,0,5,0,0,1,0,1,2,1,0,0,0,0,3,4,4,4,4,0,5,5,5,5,5,5,5,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2,2,3,2,1,0,0,1,3,0,3,0,0,0,2,0,2,2,1,0,0,3,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,3,1,1,0,1,1,1,1,2,2,1,4,316.41783333333336,2.075886724593558e-17,1.282993788892129e-31,2.231405072576421e-92,5.350751139031473e-08,0.9999999411223843,5.370099603843425e-09,2.412921775780437e-137
1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,2,2,6,1,1,3,0,0,0,0,0,0,0,1,1,1,1,5,2,0,1,1,0,2,2,0,0,0,2,0,0,2,1,0,1,0,0,0,0,1,3,3,2,2,2,3,1,2,0,0,0,0,3,0,3,4,3,3,5,3,1,0,1,0,2,1,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,1,2,2,0,0,1,1,1,1,2,2,2,1,1,2,0,0,0,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,4,2,5,1,1,1,0,1,0,0,0,1,409.16563333333335,5.379918522308128e-15,1.0,5.472683907603809e-47,1.5691148678555625e-64,3.2109472488696915e-63,2.139077943637864e-62,2.8151210931463744e-34
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,2,2,6,1,1,3,2,0,1,1,0,0,0,0,1,2,0,2,2,2,0,5,4,3,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,1,2,2,3,1,1,1,1,1,1,2,2,2,0,0,0,0,3,0,0,1,4,1,0,1,1,1,0,1,0,0,0,1,460.96290000000016,1.271956368462452e-05,0.9998597509670897,1.0618921600448216e-124,4.680040707919544e-08,0.00012748258680677737,8.201487487196911e-11,2.6660232475994536e-161
1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,2,2,3,3,7,2,1,5,1,0,0,0,3,1,0,0,0,0,0,0,5,3,0,0,5,3,3,2,4,0,4,0,4,3,2,3,1,1,1,1,1,0,3,3,3,3,2,3,1,2,0,0,0,0,3,0,3,4,3,3,5,3,0,0,0,0,0,2,0,2,2,1,1,0,0,1,2,2,0,2,1,1,1,1,1,1,1,0,0,0,2,0,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,3,2,1,2,2,4,3,0,0,0,0,0,1,1,1,1,3,4,5,0,1,1,2,1,1,1,2,2,336.5595666666667,8.819646310359485e-31,6.202821359893112e-70,0.9999894813326891,4.540375075878375e-95,7.396487042942374e-90,9.756345347251924e-87,1.0518667307470882e-05
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,1,1,3,2,0,1,1,0,1,0,0,0,0,0,4,3,2,3,3,2,3,4,3,2,2,3,3,3,1,0,0,0,0,0,0,0,1,3,3,2,2,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,2,2,1,1,0,2,1,1,1,0,0,1,2,1,1,1,2,1,1,1,1,1,0,2,1,3,2,0,1,1,1,1,1,1,1,0,1,1,2,1,2,1,1,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,0,3,403.7658666666666,9.204679093667054e-25,2.675128610834053e-82,2.107683354052093e-90,1.0,4.1645065834118256e-19,6.6650591131083785e-49,1.8229763166959007e-148
0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,3,0,0,4,0,0,1,0,3,3,3,3,1,2,1,4,3,2,5,2,2,3,4,3,2,2,4,0,3,1,0,0,2,1,1,1,1,0,2,3,0,0,1,2,0,1,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,1,1,1,2,1,1,2,0,1,2,2,2,0,1,1,0,2,2,2,1,1,1,2,2,3,2,3,3,3,2,3,2,1,1,2,2,4,4,0,0,4,3,3,1,2,1,1,3,2,2,1,1,1,1,1,4,4,1,3,465.6875666666666,1.0809112146949257e-20,6.2779790236135355e-46,3.0457917265404117e-73,0.9999999934950097,6.5049802627863615e-09,4.043424340275135e-43,4.4171640293088325e-130
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,2,4,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,2,4,4,3,2,2,3,3,3,0,0,0,1,0,0,0,0,1,1,1,1,1,3,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,0,0,0,0,1,1,1,0,0,2,1,1,2,2,2,1,2,2,1,0,0,1,2,2,2,2,2,0,0,0,0,1,0,0,0,0,1,1,1,2,3,0,0,0,1,0,1,3,1,1,1,1,1,0,1,5,5,0,3,482.74913333333336,1.6959041059182418e-27,1.6738651385311088e-85,3.691786166535442e-98,1.0,2.2959914989067913e-21,9.423390429581364e-47,5.921050438551015e-157
0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,3,0,0,1,0,0,1,1,0,0,0,3,0,2,1,0,0,0,2,0,0,0,0,1,1,0,1,2,1,1,0,2,1,0,0,3,2,1,1,1,0,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1,3,0,1,5,5,0,0,379.3462,0.9916150177597608,1.5277452560783952e-53,1.095500839649067e-140,2.289867607759225e-16,5.332456971564387e-13,0.008384982239709682,3.968179466102575e-150
1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,6,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,1,3,0,1,0,0,2,0,0,0,2,0,0,1,1,0,2,0,1,1,1,0,3,3,3,2,2,0,2,0,0,1,1,0,3,0,3,2,1,1,1,1,1,1,1,1,1,0,1,2,2,1,1,0,0,2,1,1,2,3,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,3,4,4,4,2,2,0,0,1,0,1,4,4,5,2,3,4,1,1,2,2,1,6,346.36223333333334,4.815053883404939e-44,7.06641941560001e-118,6.715188282865228e-07,3.936424506173216e-67,5.3532884444331955e-59,2.286308996797748e-71,0.9999993284811789
1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,1,1,3,0,0,0,0,2,1,2,1,0,1,1,0,2,1,2,2,0,2,2,1,0,0,2,0,0,0,0,3,0,0,0,1,1,1,3,3,2,2,2,1,1,0,1,2,0,0,3,0,0,2,2,3,5,3,0,0,0,0,0,1,0,2,2,1,1,2,0,0,2,2,2,3,1,1,1,1,2,0,0,0,0,0,0,0,1,2,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,1,0,2,1,3,4,5,2,3,3,1,1,0,0,1,6,472.96,5.083794885872346e-29,5.888238955759324e-63,1.1979596911683943e-14,6.661281656697381e-77,1.8934874186007252e-75,1.6069308711243247e-66,1.0
0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,4,0,0,2,0,0,0,0,3,2,3,1,0,1,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,1,1,0,1,1,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,3,0,0,1,1,0,0,5,5,0,5,302.33146666666664,1.2821886615550307e-16,5.736923241162872e-14,3.249188700495547e-129,2.150530802074358e-24,4.956407394637581e-23,0.9999999999999432,2.854382677121532e-138
1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,2,5,2,2,4,0,0,0,0,0,2,1,1,0,0,0,4,3,2,0,3,0,2,2,2,0,0,2,0,0,2,3,0,1,0,0,0,0,1,3,3,2,2,2,3,1,2,0,0,0,0,3,0,3,4,3,3,5,3,1,0,1,0,2,1,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,1,1,1,1,1,2,1,1,0,0,0,2,0,0,2,1,1,0,1,3,2,5,1,1,1,0,1,0,0,0,1,409.97606666666667,1.0547099989829116e-16,1.0,3.234192619654475e-41,1.1473640611738766e-57,3.602698732938805e-62,5.622070335766301e-58,1.3969714555297144e-34
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,7,2,2,3,0,0,0,0,0,1,1,1,1,1,1,4,3,0,3,3,2,2,2,0,0,0,2,0,0,1,0,0,1,1,1,1,1,0,3,3,2,2,2,1,2,2,0,0,0,0,3,0,1,2,1,1,1,4,1,1,1,1,1,1,1,0,2,1,1,1,0,1,3,3,2,3,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,0,1,1,1,1,2,3,2,3,2,2,2,2,0,1,1,1,0,0,2,0,1,0,1,4,4,5,1,1,1,2,1,4,4,2,6,530.1841333333334,1.0259765569220973e-82,1.4162824888977824e-150,0.0002102010966392269,1.5050713807473829e-128,2.412032673631735e-131,3.49101531250875e-89,0.999789798903362
1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,3,4,2,2,3,1,0,0,0,0,1,0,0,1,2,3,2,1,3,4,1,5,1,0,4,0,4,2,2,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,3,0,3,1,0,0,2,1,0,0,1,1,1,1,0,2,2,1,1,0,0,1,0,1,0,1,0,0,1,0,0,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,3,1,1,1,1,2,2,2,3,4,2,0,3,3,0,0,3,1,3,3,0,1,1,1,3,1,0,0,3,4,429.3145333333333,1.8229311895037927e-09,1.0659363453305305e-85,3.549482874716481e-102,6.491034175469234e-10,0.999999997527965,6.34784524427287e-26,4.530755634869594e-131
1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,2,1,1,2,0,3,1,5,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,3,3,2,2,1,0,0,0,0,0,3,1,1,2,2,2,3,4,0,1,1,1,1,1,1,2,2,0,1,0,0,0,0,0,3,2,0,0,1,1,1,1,1,0,1,0,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,3,1,1,2,1,1,2,3,1,0,1,0,0,0,0,1,0,0,2,4,5,1,1,1,2,0,0,0,2,6,469.10210000000006,1.8295504970129143e-16,1.4081588674112694e-96,1.0885291793768167e-05,2.842197341385732e-88,5.666468968132609e-82,5.884319957650451e-68,0.9999891147082139
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,0,0,5,0,0,0,0,2,0,2,2,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,1,1,0,1,0,1,1,0,1,1,1,2,0,1,1,1,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,3,3,3,1,4,1,0,1,1,1,0,1,4,4,0,5,337.5963,1.7537662783589532e-06,5.937574664933664e-50,1.611080772264023e-169,3.2059302970607964e-18,4.025832721735067e-15,0.9999982462337189,4.446798920044729e-193
